time_s,trunk_pelvis_x_deg,trunk_pelvis_y_deg,trunk_pelvis_z_deg,lumbar_x_deg,lumbar_y_deg,lumbar_z_deg,chest_z_deg,lumbar_omega_dps,chest_omega_dps,left_knee_x_est_deg,left_knee_y_est_deg,left_knee_z_est_deg,right_knee_x_est_deg,right_knee_y_est_deg,right_knee_z_est_deg,left_ankle_x_est_deg,left_ankle_y_est_deg,left_ankle_z_est_deg,right_ankle_x_est_deg,right_ankle_y_est_deg,right_ankle_z_est_deg,left_shoulder_x_est_deg,left_shoulder_y_est_deg,left_shoulder_z_est_deg,right_shoulder_x_est_deg,right_shoulder_y_est_deg,right_shoulder_z_est_deg,left_elbow_x_est_deg,left_elbow_y_est_deg,left_elbow_z_est_deg,right_elbow_x_est_deg,right_elbow_y_est_deg,right_elbow_z_est_deg,left_hip_x_est_deg,left_hip_y_est_deg,left_hip_z_est_deg,right_hip_x_est_deg,right_hip_y_est_deg,right_hip_z_est_deg
0.2,1.9269752318092435,0.8355928486173956,-2.0110184075405306,-0.5721035336548733,-0.1403724790832677,-0.19628018687493737,-2.2205601271140636,0.7347168802458884,1.8159098019789903,3.024300539804347,0.7941663167574712,2.1123954480068834,2.194646597313423,-0.4520813512090752,-0.6055371241837947,-1.3771457511809164,-1.0577111934801973,0.3600067190145084,-1.4414449845820059,0.10633513162421748,-0.1899718484199054,-2.373446191707669,-1.1092436271336505,-1.342474104041936,0.7373957386693536,0.7222136072592833,-0.45312760578913,1.6172807856101306,0.37267304269124396,-0.45436077618622345,-4.700484124774481,0.9122669919576282,0.7448405938259222,-1.0686314554488274,-0.11834487718084684,-2.261139137888786,-0.005303423679347379,0.5216997035202776,0.751015535528202
0.22,1.919961286712777,0.850060619268676,-2.020004028803194,-0.576383829941811,-0.12436141335036213,-0.1804242287806627,-2.2139292114699596,0.7649412679523753,2.294961653671049,3.022062371237025,0.8312297645638491,2.109106716109623,2.1781663341189397,-0.5010705863064254,-0.6040411566454054,-1.4058873609066094,-1.0863137798446092,0.37397354757449464,-1.3997040922687667,0.1023381500591177,-0.19500044376409054,-2.308555924215261,-1.1205149117419764,-1.3303321215750183,0.8365319904964904,0.6654314435554124,-0.46007442067765486,1.5900482460392036,0.3228183072156729,-0.4745754837032144,-4.830296450497982,0.8501178293546446,0.7975891560524315,-1.0276113380554046,-0.1403392438485762,-2.285936803262701,-0.010006645946660177,0.5487875171033084,0.7374440138954113
0.24,1.8554282596472456,0.8964076089799231,-2.034961862826428,-0.5641781393778286,-0.10695862968454509,-0.1628033195032207,-2.2115722191233154,0.8463554819327437,2.648817798345618,2.9510506385833524,0.8052831607356365,2.110006411704711,2.092918524053859,-0.48839090412585856,-0.6094184828682266,-1.3889192360452978,-1.0926071230967955,0.39289112295058704,-1.337913581944022,0.08001291903185277,-0.21146411331527667,-2.19249601481598,-1.1875087937675646,-1.3234219217576948,0.9001083112452885,0.6016967612258208,-0.4178756069493452,1.5423238188439405,0.2872074457449387,-0.48073942897011096,-4.895693235602028,0.7883723688673263,0.7595363296747534,-0.983194341308346,-0.11893300884465875,-2.327768907681309,-0.0015584145121560994,0.5299201086585651,0.7306567284127817
0.26,1.7703543079257416,0.9468631110710728,-2.041410746081221,-0.5574548188933376,-0.1095829201695246,-0.1494082255792597,-2.2050508147234016,0.9593320559149933,2.7226595553205106,2.8531211823824214,0.7636832782697561,2.1110583973957033,2.000053923137665,-0.43121707658200126,-0.6179316323501378,-1.334891594327375,-1.078975591139477,0.414957771523614,-1.2795722180867233,0.04176878850309611,-0.23110373454563743,-2.1182896647050753,-1.26387720714257,-1.3393154225715165,0.8842882309047633,0.5966397564973751,-0.35843169038248507,1.542538599292986,0.29852343070519155,-0.46597489543604864,-4.859478615958036,0.736016532293541,0.6967612430908267,-0.9500262148445717,-0.07587951622987868,-2.3655881696177543,0.008562063658392563,0.5065774271308441,0.7300952210005678
0.28,1.7172253441532235,0.9883852664546527,-2.0328246583257332,-0.5681999779535859,-0.14101285407705844,-0.14269032216842084,-2.190346197838862,1.0812843162543295,2.602285263037363,2.8022224374496862,0.7446242666000172,2.104548271505239,1.961994522826046,-0.39117974528218935,-0.6256639544653834,-1.2828074019959994,-1.0618251919481672,0.43428108110117125,-1.2398282898219888,0.008327021082431151,-0.2465815636468048,-2.1438254774842838,-1.3008149245706502,-1.3750862887683688,0.7969236705816979,0.6401381161412133,-0.31455425580339413,1.5964533162721066,0.33471927648917205,-0.43166822348687733,-4.750088892904718,0.6499583419476549,0.6887623534204718,-0.9454246523586973,-0.030903507316633855,-2.381639213757411,0.006405542176915679,0.523608413568975,0.7345614579962749
0.3,1.6859955485790625,1.0109265289073726,-2.0211606464675227,-0.5793153293371841,-0.1761970383468212,-0.13559393298128472,-2.1720010892144006,1.1562000529405032,2.4098553487109076,2.8249738146741663,0.728191653857404,2.0860577553111255,1.9868544643233725,-0.39304110581640384,-0.6296915474659334,-1.2617775309974755,-1.0388833661714596,0.4566483147240672,-1.2027784481519144,-0.020998563286457796,-0.2577863692890915,-2.2245228388396234,-1.2903070259402833,-1.410090586524765,0.6731661170891925,0.6793686499712134,-0.28883798001918326,1.6615502085041074,0.3560603253797102,-0.39251603510230526,-4.591269369954647,0.5386129069292109,0.7259706867679298,-0.9800115918097259,0.011320160284067743,-2.3829197003123688,-0.0364871301200793,0.5764287391527282,0.7367818454836305
0.32,1.6281023579316907,0.9799226025397099,-2.0258894075658396,-0.5714024546588243,-0.16872427362454387,-0.1148230570097217,-2.1555646909127,1.1543172991926078,2.1654070436791932,2.8747549190994195,0.6879694039339846,2.061640833994629,2.0395808934610384,-0.4056118422536916,-0.6319382488598315,-1.2553372096356101,-1.0034043177232406,0.4847131853947808,-1.1488781875934708,-0.049136628684467415,-0.2619300443391582,-2.260531720408777,-1.2448994840999066,-1.4274634245064475,0.5727445657587102,0.7160574628012103,-0.27516746879080334,1.6923940215596855,0.34008128562159046,-0.36763178474738195,-4.416742629654922,0.45999481306349965,0.7490812903982866,-1.037259716083934,0.03020161454043065,-2.393106343228355,-0.12786079422116076,0.5954497234989969,0.7237777655439938
0.34,1.5398567716056502,0.9004157706302944,-2.051026195585819,-0.5498386412033781,-0.11441921897050121,-0.08044764421357783,-2.145273880418573,1.0815599967581098,1.8179763137111289,2.877228719099223,0.6356400997940365,2.0397888801309954,2.078877754784388,-0.39849399062672347,-0.6373524294989663,-1.2155369923751294,-0.9666579687042375,0.5029831523552558,-1.0965872516971158,-0.05390575310962139,-0.2562061260570593,-2.1901823445938464,-1.1966110366818394,-1.424710193737886,0.5589971741839234,0.7782929324083377,-0.27769093641059467,1.6645431020741337,0.3057212018510243,-0.3705698107311651,-4.297793479968396,0.42495749735390775,0.7601973921497021,-1.0830780490873542,0.008263856671990111,-2.417813474447887,-0.22050734618767626,0.5377851721548855,0.6974790408244818
0.36,1.460655012600338,0.8321360637479711,-2.0840346440429407,-0.5268994357026235,-0.05553429185966708,-0.04777704791532777,-2.144682220352049,0.9755418499586764,1.3992733095698067,2.8050845291954927,0.6063615524244075,2.0186568769770186,2.0767518370946894,-0.375742373456659,-0.6462580229919187,-1.1233903081391576,-0.9440877009066313,0.4956380413185831,-1.0727401802548906,-0.03343142356008602,-0.2503049864987691,-2.0449713499620152,-1.1820944654886862,-1.4130577850418522,0.6372685976161973,0.8432978033289161,-0.29528570989623104,1.584978705248901,0.29358823917243476,-0.395166922981444,-4.270981522937035,0.39345017787465936,0.8063209779557059,-1.100023079795705,-0.05276595357808455,-2.4374999565615125,-0.265607895484435,0.45013792465329383,0.6753491811756055
0.38,1.406371753973882,0.7989159174157971,-2.1116466296417817,-0.504421804216687,-0.01876563021509489,-0.02719092196044901,-2.1511543572275977,0.8513800450845549,1.0819593142666115,2.7006652226862693,0.6106010244548976,1.9919224771855577,2.039879902409286,-0.36138966624199853,-0.6514850512944146,-1.011085355638164,-0.925877314932258,0.47082874916025497,-1.0678476837605613,-0.027038121247157702,-0.2577037723108671,-1.9128777476348886,-1.1890764751912832,-1.4147389876297736,0.7354970563959127,0.8675418660381635,-0.31337252442999164,1.503243208676151,0.31272419478701347,-0.4161888918678618,-4.263117171667533,0.36687007309559144,0.8643500666074555,-1.1014406585552954,-0.14437654881988102,-2.4385980896469173,-0.2751264178544709,0.40420069608748654,0.6639750536083998
0.4,1.3718472634009746,0.7683884417612153,-2.1300465617361777,-0.49218641082150827,0.006504473437823267,-0.01613862796638227,-2.1581239440338766,0.677656674642444,0.9579674878860227,2.6138049371620347,0.6372568160200361,1.969448861698084,2.0124897597206752,-0.367562682626495,-0.6473835537085231,-0.9223219110036529,-0.8903627113194477,0.4539388859355563,-1.0559224265457576,-0.0547654546319757,-0.27334409536853316,-1.8634048499570122,-1.1817552828826234,-1.445664516772654,0.7794692637165588,0.8508021825456868,-0.32152170857903417,1.4953327207066895,0.34134074931244873,-0.4166811690801273,-4.181014520959382,0.40162655859136537,0.8271240641022591,-1.0932050559232387,-0.25635487007403973,-2.4331898460527195,-0.28859611051468587,0.4059360816374064,0.6507719064564638
0.42,1.3647632532585143,0.7382659007637881,-2.142381239384705,-0.5049541337917224,0.026741849071684125,-0.011607672466521932,-2.1658653724514387,0.4886041212606966,0.9287420695907461,2.5697882978096485,0.6896288127261605,1.9726263324786457,2.0354548422007572,-0.38452211739715697,-0.6365416102655667,-0.8820664579542815,-0.8457436877850179,0.4586208683633006,-1.0480234122457803,-0.08338497752662928,-0.2806562168551551,-1.911122190361574,-1.174862759557266,-1.4938133859792335,0.7633048064695824,0.8217863158382612,-0.32241176978319874,1.5913704586121067,0.3680102415397929,-0.40359943621468874,-4.053935216803169,0.49992435704586596,0.6483291811244203,-1.0655909029845227,-0.3615262749303445,-2.438917134553627,-0.3056393356300643,0.41275664776819904,0.6309552071640012
0.44,1.3711940975548114,0.7563195716347999,-2.15091236921049,-0.5281042269599151,0.023472522968769928,-0.01756569581988091,-2.1808421880299953,0.39340512990346177,0.8665338322050983,2.5831769329691228,0.7620530937069517,2.010699394644803,2.071579455580242,-0.3926426028539259,-0.6266802648466409,-0.8904348846902829,-0.829148431751239,0.4702690391343838,-1.0635666169763813,-0.08119147795287655,-0.27817879089305536,-2.004840221339571,-1.2116109123254797,-1.528922555562458,0.7572423466853816,0.7932601177312919,-0.3188364923844133,1.7368786713037148,0.3912904945948026,-0.3967116533860095,-3.9972955507741594,0.5542954282337503,0.4457195959570582,-1.0408329287132543,-0.4108717938968329,-2.4572324538322743,-0.29489773687365933,0.411525883740902,0.622349234426323
0.46,1.3604129324998808,0.8278620002408199,-2.1529874364874053,-0.5391469412702081,-0.011920392668745897,-0.035400434783088894,-2.2015690483863577,0.45078988268528236,0.7587892933065693,2.6496392454952398,0.8125638451302981,2.0725012725318277,2.0450180434646787,-0.38057823599497514,-0.6255758822077697,-0.940045102508143,-0.8526922756701343,0.4700278154167813,-1.085089952495074,-0.058295590985612815,-0.27379344159741825,-2.075475669573397,-1.2850885857271488,-1.5389193013102345,0.8158410751686638,0.769850885172321,-0.3022781724983961,1.8677214791573178,0.4152573809493488,-0.41117229966355096,-4.035410551271586,0.47614552817262656,0.35386499640699365,-1.041285276672702,-0.37521722775041555,-2.4825613530091517,-0.24268957407636868,0.42234038437498794,0.6384901603104164
