trial,recording,metrics_version,pair,left_event_id,right_event_id,movement,support_duration_s_l_minus_r,peak_lift_index_l_minus_r,peak_knee_flexion_deg_l_minus_r,support_ml_acc_rms_mps2_l_minus_r,support_frontal_tilt_sd_deg_l_minus_r,support_rms_angular_velocity_dps_l_minus_r,time_to_stabilization_s_l_minus_r
Novice,IMU_Trial_1_RC_Novice.csv,2,1,knee-02,knee-03,,1.3715998902720083,0.01344633470459844,-14.115701553521049,0.010754480530949989,-0.5387679406658022,0.28816461374803914,-0.38609996911200245
Novice,IMU_Trial_1_RC_Novice.csv,2,2,knee-04,knee-05,,0.442799964576003,0.07295479961279772,-18.91523754106609,0.04350855648286925,2.060647672225052,-3.5586878235247443,-0.09449999244000062
Novice,IMU_Trial_1_RC_Novice.csv,2,mean |L-R|,,,,0.9071999274240057,0.04320056715869808,16.51546954729357,0.02713151850690962,1.299707806445427,1.9234262186363917,0.24029998077600154
Trained,IMU_Trial_3_RC_Trained.csv,2,1,knee-02,knee-03,,0.33749997300000256,-0.1222195480606274,4.7187812702436105,0.04784139945220896,0.795562297899038,1.0021326302472193,-0.14849998812000093
Trained,IMU_Trial_3_RC_Trained.csv,2,2,knee-04,knee-05,,-0.02969999762400022,0.2532515216407911,13.914995576965921,0.07885176774288002,1.4712106750251395,0.5708697070666808,0.3995999680320025
Trained,IMU_Trial_3_RC_Trained.csv,2,mean |L-R|,,,,0.1835999853120014,0.18773553485070926,9.316888423604766,0.0633465835975445,1.1333864864620886,0.7865011686569501,0.27404997807600173
