trial,n_segments,total_segmented_s,duration_mean_s,duration_sd_s,duration_cv,chest_yaw_excursion_mean_deg,chest_yaw_excursion_cv,log10_dimensionless_jerk_mean,log10_dimensionless_jerk_sd,sparc_mean,sparc_sd,submovement_rate_mean_hz,submovement_rate_sd_hz,chest_pelvis_lag_mean_s,chest_pelvis_lag_sd_s,chest_pelvis_peak_cross_correlation_mean,chest_pelvis_gain_mean,chest_pelvis_gain_cv,relative_yaw_range_mean_deg,waveform_mean_sd_deg,waveform_variance_ratio
Novice,11,141.2396887008249,12.83997170007499,4.191188951313378,0.3264173044313563,82.42430357709604,0.35951761255595016,8.279267154616127,0.9848556164918199,-3.395969156957813,0.7482040935719952,0.8719406961749182,0.15029202142559867,-0.16838180471127379,0.15397704972798507,0.8944192229113348,0.6248185820588887,0.2314525251483761,52.59176282799314,19.280485354370523,0.5822097343756863
Trained,11,125.15578998753679,11.377799089776072,3.9337088090184684,0.3457354781869231,81.03307032648505,0.2983032952537838,7.889584307998931,0.7649086826931819,-3.6256838896810537,0.587715981406111,0.8666609137562208,0.15137809077050812,-0.12199089933163715,0.14537345537525112,0.9541079494587542,0.5674450984707702,0.24268035117542053,46.800481996911316,20.942328828315315,0.6818380901570066
